id,project_a,project_b
2304,A querystring parsing and stringifying library with some added security. Lead Maintainer: Jordan Harband. The qs module was originally created and maintained by TJ Holowaychuk.,Boa: A high-performance  embeddable JavaScript engine written in Rust  featuring a CLI and modules.
2308,A querystring parsing and stringifying library with some added security. Lead Maintainer: Jordan Harband. The qs module was originally created and maintained by TJ Holowaychuk.,Fast  extensible Node.js web framework with HTTP/2  plugins  hooks  and strong TypeScript support.
2309,A querystring parsing and stringifying library with some added security. Lead Maintainer: Jordan Harband. The qs module was originally created and maintained by TJ Holowaychuk.,Fast JS/TS linter  formatter  and codemod tool with HTML  CSS  GraphQL support and a VS Code extension.
2311,Fast JavaScript deep equality check with TypeScript support and optimized performance.,Babel is a JavaScript compiler transforming ES6+ to ES5  enabling modern JS features in older browsers.
2319,Fast JavaScript deep equality check with TypeScript support and optimized performance.,Go library providing GNU Readline-like interactive input with history  autocompletion  and Vim mode.
2320,Fast JavaScript deep equality check with TypeScript support and optimized performance.,Axios: Promise-based HTTP client (JS/TS) featuring Fetch adapter  enhanced headers  and strong security.
2326,Tokio: A fast  scalable  and reliable async Rust runtime for networking  filesystems  and concurrency.,Rust command-line parser clap offers dynamic completion  enhanced help  and optimized value parsing.
2329,Tokio: A fast  scalable  and reliable async Rust runtime for networking  filesystems  and concurrency.,Fast JavaScript string manipulation library with sourcemap support and bundling for code transformations.
2330,Tokio: A fast  scalable  and reliable async Rust runtime for networking  filesystems  and concurrency.,Axios: Promise-based HTTP client (JS/TS) featuring Fetch adapter  enhanced headers  and strong security.
2339,Tokio: A fast  scalable  and reliable async Rust runtime for networking  filesystems  and concurrency.,cssnano: A PostCSS-based CSS minifier offering optimized presets  performance enhancements  and modular plugins.
2343,Tokio: A fast  scalable  and reliable async Rust runtime for networking  filesystems  and concurrency.,TypeScript type utility library offering extensive transformations  guards  and deep object manipulation.
2348,Tokio: A fast  scalable  and reliable async Rust runtime for networking  filesystems  and concurrency.,Node.js/browser debugging utility with color output  namespace filtering  and formatters.
2355,Tokio: A fast  scalable  and reliable async Rust runtime for networking  filesystems  and concurrency.,JavaScript library for Long integer support  featuring WebAssembly  ESM  and TypeScript compatibility.
2357,Tokio: A fast  scalable  and reliable async Rust runtime for networking  filesystems  and concurrency.,Node.js library for styling terminal output with ANSI escape codes  supporting multiline strings and Typescript.
2358,Tokio: A fast  scalable  and reliable async Rust runtime for networking  filesystems  and concurrency.,NumPy: Scientific computing library for Python with multi-dimensional arrays  linear algebra  and optimized numerical operations.
2359,Tokio: A fast  scalable  and reliable async Rust runtime for networking  filesystems  and concurrency.,JavaScript color code management library with ESM support  community contributions  and focused on code quality.
2361,Tokio: A fast  scalable  and reliable async Rust runtime for networking  filesystems  and concurrency.,JavaScript library for arbitrary-precision decimal arithmetic with TypeScript support and continuous improvements.
2372,Tokio: A fast  scalable  and reliable async Rust runtime for networking  filesystems  and concurrency.,Multilingual spellchecker with CLI & editor integrations  optimized for performance  actively maintained.
2375,Tokio: A fast  scalable  and reliable async Rust runtime for networking  filesystems  and concurrency.,parse5: Fast HTML parser/serializer in TypeScript with robust testing and comprehensive documentation.
2376,Tokio: A fast  scalable  and reliable async Rust runtime for networking  filesystems  and concurrency.,JavaScript Ethereum library (ethers.js v6) with enhanced providers  contracts  wallets  and EIP-4844 support.
2382,Tokio: A fast  scalable  and reliable async Rust runtime for networking  filesystems  and concurrency.,Go library accesses system config via sysconf/sysctl  supporting various Unix-like OSs.
2384,Tokio: A fast  scalable  and reliable async Rust runtime for networking  filesystems  and concurrency.,JavaScript color conversion library supporting many models (RGB  HSL  HSV  etc.) with automatic routing.
2385,Tokio: A fast  scalable  and reliable async Rust runtime for networking  filesystems  and concurrency.,Fast JS/TS linter  formatter  and codemod tool with HTML  CSS  GraphQL support and a VS Code extension.
2391,Fast JavaScript string manipulation library with sourcemap support and bundling for code transformations.,Rust command-line parser clap offers dynamic completion  enhanced help  and optimized value parsing.
2393,Fast JavaScript string manipulation library with sourcemap support and bundling for code transformations.,macOS library providing process information access via automated bindings and a C API.
2405,Fast JavaScript string manipulation library with sourcemap support and bundling for code transformations.,Gulp.js: Streaming build system using Node.js with ESM support  updated docs  and active maintenance.
